onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index
28.5	0.5	0.35	61	DIAGONAL-RD-LU-3	prf/prf_1_031.png	31
29.35	0.5	0.35	62	DIAGONAL-RD-LU-4	prf/prf_1_032.png	32
30.2	0.5	0.35	63	DIAGONAL-RD-LU-5	prf/prf_1_033.png	33
31.05	0.5	0.35	64	DIAGONAL-RD-LU-6	prf/prf_1_034.png	34
31.9	0.5	0.35	65	DIAGONAL-RD-LU-7	prf/prf_1_035.png	35
32.75	0.5	0.35	66	DIAGONAL-RD-LU-8	prf/prf_1_036.png	36
33.6	0.5	0.35	67	DIAGONAL-RD-LU-9	prf/prf_1_037.png	37
34.45	0.5	0.35	68	DIAGONAL-RD-LU-10	prf/prf_1_038.png	38
35.3	0.5	0.35	69	DIAGONAL-RD-LU-11	prf/prf_1_039.png	39
36.15	0.5	0.35	70	DIAGONAL-RD-LU-12	prf/prf_1_040.png	40
37	0.5	0.35	31	HORIZONTAL-U-D-1	prf/prf_1_057.png	57
37.85	0.5	0.35	32	HORIZONTAL-U-D-2	prf/prf_1_058.png	58
38.7	0.5	0.35	33	HORIZONTAL-U-D-3	prf/prf_1_059.png	59
39.55	0.5	0.35	34	HORIZONTAL-U-D-4	prf/prf_1_060.png	60
40.4	0.5	0.35	35	HORIZONTAL-U-D-5	prf/prf_1_061.png	61
41.25	0.5	0.35	36	HORIZONTAL-U-D-6	prf/prf_1_062.png	62
42.1	0.5	0.35	37	HORIZONTAL-U-D-7	prf/prf_1_063.png	63
42.95	0.5	0.35	38	HORIZONTAL-U-D-8	prf/prf_1_064.png	64
43.8	0.5	0.35	39	HORIZONTAL-U-D-9	prf/prf_1_065.png	65
44.65	0.5	0.35	40	HORIZONTAL-U-D-10	prf/prf_1_066.png	66
45.5	0.5	0.35	41	HORIZONTAL-U-D-11	prf/prf_1_067.png	67
46.35	0.5	0.35	42	HORIZONTAL-U-D-12	prf/prf_1_068.png	68
47.2	0.5	0.35	43	HORIZONTAL-U-D-13	prf/prf_1_069.png	69
48.05	0.5	0.35	44	HORIZONTAL-U-D-14	prf/prf_1_070.png	70
48.9	0.5	0.35	45	HORIZONTAL-U-D-15	prf/prf_1_071.png	71
49.75	0.5	0.35	46	HORIZONTAL-U-D-16	prf/prf_1_072.png	72
50.6	0.5	0.35	47	HORIZONTAL-U-D-17	prf/prf_1_073.png	73
51.45	0.5	0.35	48	HORIZONTAL-U-D-18	prf/prf_1_074.png	74
52.3	0.5	0.35	49	HORIZONTAL-U-D-19	prf/prf_1_075.png	75
53.15	0.5	0.35	50	HORIZONTAL-U-D-20	prf/prf_1_076.png	76
54	0.5	0.35	51	HORIZONTAL-U-D-21	prf/prf_1_077.png	77
